L'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',N264,D0.005868
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.009488
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.010214
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.010216
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.013883
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.01168
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.009491
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.011679
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.010218
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.010218
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.01462
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.00949
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.011676
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.009489
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.00949
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.009489
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.013137
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.010217
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.015314
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.01458
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.013124
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.017523
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.015307
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.014583
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.02045
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.010217
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.009491
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.009489
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.00949
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.0124
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.011676
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.013862
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.012404
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.01459
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.012402
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.013866
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.012404
I'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.01313
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',D0.003639
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',D0.004374
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.005099
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.011677
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.013156
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.012403
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.011678
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.014588
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.012399
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.011673
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.010214
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.014595
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.013871
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.016051
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.014598
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.008755
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.009483
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.010212
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.009484
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.009484
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.01094
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.011665
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.009483
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.009485
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.012414
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.010938
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.01532
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.010211
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.018291
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.010937
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.010939
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.019776
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.016067
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.013131
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.021997
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.01313
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.013858
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.010939
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.012392
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.010212
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.009486
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.010214
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.01094
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.010941
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.010942
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.014609
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.012406
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.010217
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.012405
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.010944
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.010944
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.015346
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.010216
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.012402
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.010216
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.010941
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.010941
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.013863
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.010943
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.01604
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.015306
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.01385
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.018249
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.016033
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.015309
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.021176
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.010943
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.010941
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.010217
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.010941
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.010215
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.010216
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.013126
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.012402
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.014588
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.01313
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.015316
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.013128
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.014592
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.01313
I'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.013856
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',D0.002183
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.002908
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.009488
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.010967
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.010214
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.009489
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.012399
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.01021
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.009484
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.008025
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.012406
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.011682
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.013862
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.012409
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.006566
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.007294
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.008023
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.007295
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.007295
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.008751
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.009476
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.007294
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.007296
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.010225
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.008749
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.013131
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.008022
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.016102
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.008748
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.00875
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.017587
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.013878
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.010942
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.019808
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.010941
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.011669
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.00875
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.010203
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.008023
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.007297
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.008025
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.008751
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.008752
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.008753
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.01242
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.010217
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.008028
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.010216
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.008755
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.008755
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.013157
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.008027
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.010213
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.008026
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.008027
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.008752
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.008026
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.008752
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.011674
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.008754
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.013851
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.013117
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.011661
